X1,X4,X6,X10
-0.23245869248339412,-0.2253210971444544,-0.03977906916638975,-0.23363441622314204
-0.28005778895874855,-0.23825601084957876,-0.06129770397556385,-0.25102119327421163
-0.18848919488111437,-0.15871201057527484,-0.003092642886527688,-0.1743772651212038
-0.1383306162422338,-0.05130597741964455,-0.16255763923828706,-0.108272966461696
-0.284538004931066,-0.22491131748689874,-0.05392432938114681,-0.23617936975208292
0.7847047460464569,0.3969293128538023,0.34524575951052144,0.20480465937727102
-0.28513455908668267,-0.24856913043500242,-0.05785894749937731,-0.25941123993905796
-0.21160308738312236,-0.14126255836130314,0.01408206789278791,-0.19001611111035116
-0.2909034936299372,-0.25406137137923135,-0.06192706682892734,-0.2627976320477306
-0.2885127882628835,-0.27991230118391325,-0.10590618015790343,-0.2627722834581519
-0.29171326315343793,-0.2524600479601425,-0.05839588643721189,-0.2637425960618922
2.7962458578334632,2.630327907614033,2.712911747956532,1.764483187012356
-0.0914362526670435,0.15907609230241002,0.1821806315919695,0.20109759639423783
-0.2914062330236849,-0.2545626552321635,-0.07236803519113705,-0.2631382677404319
-0.280757584239867,-0.219313647795823,-0.0346194674058317,-0.24185599571300082
0.440328261329301,-0.5123438981592475,-0.2910122113606816,-0.07278482888961937
-0.23583018854271445,-0.21486674282268872,-0.035308979156602895,-0.24293712427472228
-0.23788334031682323,-0.1713505302562449,-0.09148951638167258,-0.22115696556968123
-0.27371339735943645,-0.23918000430071762,-0.05021270229720828,-0.25177065909529506
-0.2819031118584777,-0.253398960573571,-0.062210206760626996,-0.2613132814526666
-0.1717259782208404,-0.1967170845919229,-0.04811335907305173,-0.20283038395188646
-0.27764957748780544,-0.2490216783577884,-0.0568158775955511,-0.2578477030420357
0.7337126075377645,1.3153529434045024,0.5886287370699694,1.6413294199441733
0.07491347960718096,0.26835995068489726,0.11626770935707838,0.15994864768925485
2.3519948060548277,0.22655247950602772,0.13208393528274692,1.3367537783470416
-0.2508522211776784,-0.2518851629065814,-0.0704286000113083,-0.2482284741064241
-0.2921513646251323,-0.25391814742125074,-0.0603734648202748,-0.2640083076048654
-0.10223662101790312,-0.10439432451112622,-0.20915102903508068,-0.12787853023420706
-0.27001691619201496,-0.24418886438676193,-0.08425111004485332,-0.23974421144491356
-0.23484760235261298,-0.20330737588066983,-0.01925802582641652,-0.24779777240738785
0.3468725990272782,0.7925854967752539,-0.9206684739798201,0.09255302906594375
-0.012447365294568724,0.03671011781354053,0.045252400166480446,0.18220650392976348
-0.15377189762162663,-0.1863482668006179,-0.02821581040132905,-0.20441231540063842
-0.24394673650498713,-0.24203951040623337,-0.04854760477140976,-0.24944554289190393
-0.2896022065741564,-0.25100493233149224,-0.0576300882799724,-0.2624500423171802
-0.07283309960054479,-0.3043916626687668,-0.2153566347920214,-0.200410603104228
-0.040234489786136536,-0.016605000544743766,0.13620193418575696,-0.1379994593520554
-0.2847745617708026,-0.2556776139606098,-0.06147668362150871,-0.26159009702381797
-0.013534539233548077,-0.04064573865828177,0.11832450823916607,-0.1761682663530296
-0.09806612842209095,1.2408048732755916,-1.2735664562096285,2.3205332128676774
-0.2829804105593656,-0.2511123502999777,-0.05625693296354297,-0.2614125447348663
-0.27611308021566416,-0.24830456395706602,-0.05767850080715421,-0.2578629570605432
-0.2873686072676489,-0.2614672435398124,-0.07893893547135868,-0.26207878642556304
2.3027083904892076,1.736471164300286,-2.0560155887071065,1.409490771009807
-0.041259270175356126,0.21803861089273555,0.06541841830712043,-0.037855033259678844
1.4823005423172237,0.7671234598009223,0.8091257926889269,0.3900063899628663
-0.26709115247018694,-0.22023764124696185,-0.05146262572626584,-0.20718237786446622
-0.19136917340815462,-0.06964461170607925,0.05451679741354442,-0.13442014877402275
-0.08269397370933843,0.3084944864656876,0.049151809174033265,0.46670763284717814
-0.252976743990721,-0.2204664017354031,-0.052929672004502416,-0.24415609981251554
-0.2800613799544182,-0.1728792470855241,-0.02264543568286477,-0.1722522457488233
-0.2879692012933939,-0.25930098117535555,-0.07864552621571136,-0.26034050128710884
0.35156333712072746,0.16936832506062818,0.204036687045138,0.0974006664181176
-0.290782746400546,-0.2559889271470538,-0.06814000781725923,-0.25755282940485696
-0.28724292241921195,-0.24448525841091626,-0.06268699680105388,-0.2529586779484701
-0.28604173436772196,-0.25343675578470476,-0.06139012789109275,-0.2624203194134707
-0.2781303220330767,-0.2775789442018124,-0.09087482399109147,-0.2459818712335865
-0.2914259834998678,-0.257912504471599,-0.07919566857005007,-0.262904073691581
0.8555371356298345,0.17990523208039655,0.2765879936890497,0.2131719371762569
-0.27542944441505907,-0.2630795076779136,-0.09444708167859751,-0.23782770104610296
-0.27253195978412936,-0.24495173088517258,-0.05325095513943622,-0.25383421374604226
-0.24459625784673078,-0.24128857923765445,-0.4779491163186992,-0.21755533477339123
-0.28845578120662824,-0.2589608242751516,-0.06702798673835592,-0.2631103394271351
-0.29167376220107205,-0.25214376171960196,-0.058023256682539805,-0.2633186240769034
-0.19774274184728247,-0.2705589810391235,-0.11413630977881062,-0.23376979563739647
-0.2771100303884441,-0.24692503875068328,-0.06957624612365285,-0.2549238666122239
-0.05490236047318361,-0.18300239600445958,-0.013715524987238732,-0.1536043202852632
-0.17764438795884316,-0.13805294924739028,0.03063034991129649,-0.15013212432248565
-0.015357867284800753,-0.18953002681159004,-0.001629997747125822,-0.18089432020474633
-0.0685095408143148,-0.06228747547564442,-0.26201604167133574,0.1580710574700186
-0.29220837168138764,-0.253058803673367,-0.058436963733002514,-0.26407010881220105
-0.03729705532838228,-0.16100757234624194,-0.05521826419855148,-0.12249565629146003
-0.2534862165013493,-0.24266710983321788,-0.06504160607762359,-0.23905856574538006
